,county,state,population,dc,obs_dr
2802,Campbell,VA,47572,2.0,0.4204153703859413
2803,Caroline,VA,19217,2.0,1.0407451735442579
2804,Carroll,VA,26594,4.0,1.504098668872678
2805,Charles city,VA,6282,0.0,0.0
2806,Charlotte,VA,11688,0.0,0.0
2807,Chesterfield,VA,209274,22.0,1.051253380735304
2808,Clarke,VA,12101,1.0,0.826377985290472
2809,Craig,VA,4372,1.0,2.2872827081427265
2810,Culpeper,VA,27791,3.0,1.0794861645856573
2811,Cumberland,VA,7825,2.0,2.5559105431309908
2812,Dickenson,VA,17620,2.0,1.1350737797956867
2813,Dinwiddie,VA,20960,2.0,0.9541984732824428
2814,Essex,VA,8689,4.0,4.603521694095983
2815,Fairfax,VA,818584,87.0,1.0628109027295916
2816,Fauquier,VA,48741,4.0,0.8206643277733326
2817,Floyd,VA,12005,2.0,1.665972511453561
2818,Fluvanna,VA,12429,2.0,1.6091399147155847
2819,Franklin,VA,39549,6.0,1.517105362967458
2820,Frederick,VA,45723,5.0,1.093541543643243
2821,Giles,VA,16366,9.0,5.499205670292069
2822,Gloucester,VA,30131,5.0,1.6594205303508014
2823,Goochland,VA,14163,4.0,2.8242603968085858
2824,Grayson,VA,16278,7.0,4.300282589998771
2825,Greene,VA,10297,2.0,1.9423132951345052
2826,Greensville,VA,8853,1.0,1.1295606009262398
2827,Halifax,VA,29033,5.0,1.7221782110012744
2828,Hampton city,VA,133793,0.0,0.0
2829,Hanover,VA,63306,10.0,1.5796291030865954
2830,Henrico,VA,217881,35.0,1.6063814651116894
2831,Henry,VA,56942,12.0,2.1074075374942924
2832,Highland,VA,2635,3.0,11.385199240986717
2833,Isle of wight,VA,25053,0.0,0.0
2834,James city,VA,34859,0.0,0.0
2835,King and queen,VA,6289,0.0,0.0
2836,King george,VA,13527,0.0,0.0
2837,King william,VA,10913,0.0,0.0
2838,Lancaster,VA,10896,2.0,1.8355359765051396
2839,Lee,VA,24496,4.0,1.6329196603527107
2840,Loudoun,VA,86129,7.0,0.812734386791905
2841,Louisa,VA,20325,8.0,3.936039360393604
2842,Lunenburg,VA,11419,0.0,0.0
2843,Madison,VA,11949,0.0,0.0
2844,Mathews,VA,8348,0.0,0.0
2845,Mecklenburg,VA,29241,1.0,0.3419855682090216
2846,Middlesex,VA,8653,1.0,1.1556685542586387
2847,Montgomery,VA,73913,8.0,1.082353577855046
2848,Nansemond fake,VA,6734,0.0,0.0
2849,Nelson,VA,12778,0.0,0.0
2850,New kent,VA,10445,0.0,0.0
2851,Newport news city,VA,170045,0.0,0.0
2852,Norfolk city,VA,261229,0.0,0.0
2853,Northampton,VA,13061,3.0,2.2969144782175945
2854,Northumberland,VA,10524,3.0,2.8506271379703536
2855,Nottoway,VA,14993,4.0,2.667911692122991
2856,Orange,VA,21421,5.0,2.3341580691844452
2857,Page,VA,21690,2.0,0.9220839096357768
2858,Patrick,VA,17473,1.0,0.5723115664167573
2859,Pittsylvania,VA,55655,11.0,1.97646213278232
2860,Powhatan,VA,15328,1.0,0.6524008350730689
2861,Prince edward,VA,17320,0.0,0.0
2862,Prince george,VA,27394,0.0,0.0
2863,Prince william,VA,215686,0.0,0.0
2864,Pulaski,VA,34496,7.0,2.029220779220779
2865,Rappahannock,VA,6622,1.0,1.5101177891875568
2866,Richmond,VA,7273,1.0,1.3749484394335214
2867,Roanoke,VA,79332,17.0,2.1428931578681993
2868,Rockbridge,VA,18350,4.0,2.1798365122615806
2869,Rockingham,VA,57482,8.0,1.3917400229637105
2870,Russell,VA,28667,5.0,1.7441657655143543
2871,Scott,VA,23204,12.0,5.171522151353215
2872,Shenandoah,VA,31636,6.0,1.8965735238336074
2873,Smyth,VA,32370,11.0,3.398208217485326
2874,Southampton,VA,17550,1.0,0.5698005698005698
2875,Spotsylvania,VA,57403,9.0,1.5678623068480741
2876,Stafford,VA,61236,5.0,0.8165131621921745
2877,Surry,VA,6145,1.0,1.627339300244101
2878,Sussex,VA,10248,2.0,1.95160031225605
2879,Tazewell,VA,45960,10.0,2.175805047867711
2880,Virginia beach city,VA,393069,0.0,0.0
2881,Warren,VA,26142,9.0,3.4427358274041775
2882,Washington,VA,45887,14.0,3.0509730424739034
2883,Westmoreland,VA,15480,4.0,2.583979328165375
2884,Wise,VA,39573,12.0,3.0323705556819043
2885,Wythe,VA,25466,5.0,1.9634021833032278
2886,York,VA,42422,10.0,2.3572674555655087
2887,Adams,WA,13603,2.0,1.4702639123722707
2888,Asotin,WA,17605,5.0,2.840102243680773
2889,Benton,WA,112560,16.0,1.4214641080312722
2890,Chelan,WA,52250,15.0,2.8708133971291865
2891,Clallam,WA,56464,14.0,2.4794559365259277
2892,Clark,WA,238053,46.0,1.9323427976122962
2893,Columbia,WA,4024,1.0,2.485089463220676
2894,Cowlitz,WA,82119,15.0,1.8266174697694808
2895,Douglas,WA,26205,6.0,2.289639381797367
2896,Ferry,WA,6295,0.0,0.0
2897,Franklin,WA,37473,5.0,1.334294025031356
2898,Garfield,WA,2248,0.0,0.0
2899,Grant,WA,54758,9.0,1.6435954563716717
2900,Grays harbor,WA,64175,0.0,0.0
2901,Island,WA,60195,12.0,1.9935210565661599
2902,Jefferson,WA,20146,7.0,3.4746351633078527
2903,King,WA,1507319,248.0,1.645305340143659
2904,Kitsap,WA,189731,37.0,1.9501293937205835
2905,Kittitas,WA,26725,3.0,1.1225444340505144
2906,Klickitat,WA,16616,3.0,1.805488685604237
2907,Lewis,WA,59358,18.0,3.0324471848781966
2908,Lincoln,WA,8864,1.0,1.128158844765343
2909,Mason,WA,38341,8.0,2.0865392138963514
2910,Okanogan,WA,33350,13.0,3.898050974512744
2911,Pacific,WA,18882,5.0,2.6480245736680437
2912,Pend oreille,WA,8915,0.0,0.0
2913,Pierce,WA,586203,101.0,1.7229526290380635
2914,San juan,WA,10035,0.0,0.0
2915,Skagit,WA,79555,18.0,2.2625856325812332
2916,Skamania,WA,8289,2.0,2.4128362890577875
2917,Snohomish,WA,465642,66.0,1.417397915136521
2918,Spokane,WA,361364,78.0,2.158488393973943
2919,Stevens,WA,30948,4.0,1.2924906294429366
2920,Thurston,WA,161238,20.0,1.2404023865341915
2921,Wahkiakum,WA,3327,0.0,0.0
2922,Walla walla,WA,48439,0.0,0.0
2923,Whatcom,WA,127780,27.0,2.113006730317734
2924,Whitman,WA,38775,4.0,1.0315925209542232
2925,Yakima,WA,188823,37.0,1.9595070515774031
2926,Barbour,WV,15699,0.0,0.0
2927,Berkeley,WV,59253,0.0,0.0
2928,Boone,WV,25870,0.0,0.0
2929,Braxton,WV,12998,0.0,0.0
2930,Brooke,WV,26992,0.0,0.0
2931,Cabell,WV,96827,0.0,0.0
2932,Calhoun,WV,7885,0.0,0.0
2933,Clay,WV,9983,0.0,0.0
2934,Doddridge,WV,6994,0.0,0.0
2935,Fayette,WV,47952,0.0,0.0
2936,Gilmer,WV,7669,0.0,0.0
2937,Grant,WV,10428,0.0,0.0
2938,Greenbrier,WV,34693,0.0,0.0
2939,Hampshire,WV,16498,0.0,0.0
2940,Hancock,WV,35233,0.0,0.0
2941,Hardy,WV,10977,0.0,0.0
2942,Harrison,WV,69371,0.0,0.0
2943,Jackson,WV,25938,0.0,0.0
2944,Jefferson,WV,35926,0.0,0.0
2945,Kanawha,WV,207619,0.0,0.0
2946,Lewis,WV,17223,0.0,0.0
2947,Lincoln,WV,21382,0.0,0.0
2948,Logan,WV,43032,0.0,0.0
2949,Marion,WV,57249,0.0,0.0
2950,Marshall,WV,37356,0.0,0.0
2951,Mason,WV,25178,0.0,0.0
2952,Mcdowell,WV,35233,0.0,0.0
2953,Mercer,WV,64980,0.0,0.0
2954,Mineral,WV,26697,0.0,0.0
2955,Mingo,WV,33739,0.0,0.0
2956,Monongalia,WV,75509,0.0,0.0
2957,Monroe,WV,12406,0.0,0.0
2958,Morgan,WV,12128,0.0,0.0
2959,Nicholas,WV,26775,0.0,0.0
2960,Ohio,WV,50871,0.0,0.0
2961,Pendleton,WV,8054,0.0,0.0
2962,Pleasants,WV,7546,0.0,0.0
2963,Pocahontas,WV,9008,0.0,0.0
2964,Preston,WV,29037,0.0,0.0
2965,Putnam,WV,42835,0.0,0.0
2966,Raleigh,WV,76819,0.0,0.0
2967,Randolph,WV,27803,0.0,0.0
2968,Ritchie,WV,10233,0.0,0.0
2969,Roane,WV,15120,0.0,0.0
2970,Summers,WV,14204,0.0,0.0
2971,Taylor,WV,15144,0.0,0.0
2972,Tucker,WV,7728,0.0,0.0
2973,Tyler,WV,9796,0.0,0.0
2974,Upshur,WV,22867,0.0,0.0
2975,Wayne,WV,41636,0.0,0.0
2976,Webster,WV,10729,0.0,0.0
2977,Wetzel,WV,19258,0.0,0.0
2978,Wirt,WV,5192,0.0,0.0
2979,Wood,WV,86915,0.0,0.0
2980,Wyoming,WV,28990,0.0,0.0
2981,Adams,WI,15682,5.0,3.188368830506313
2982,Ashland,WI,16307,3.0,1.8397007420126326
2983,Barron,WI,40750,15.0,3.6809815950920246
2984,Bayfield,WI,14008,3.0,2.141633352370074
2985,Brown,WI,194594,37.0,1.901394698706024
2986,Buffalo,WI,13584,3.0,2.2084805653710244
2987,Burnett,WI,13084,3.0,2.2928767960868237
2988,Calumet,WI,34291,10.0,2.9162170831996734
2989,Chippewa,WI,52360,13.0,2.482811306340718
2990,Clark,WI,31647,9.0,2.843871457010143
2991,Columbia,WI,45088,17.0,3.7704045422285306
2992,Crawford,WI,15940,6.0,3.7641154328732744
2993,Dane,WI,367085,61.0,1.6617404688287452
2994,Dodge,WI,76559,23.0,3.0042189683773297
2995,Door,WI,25690,6.0,2.3355391202802647
2996,Douglas,WI,41758,22.0,5.268451554193208
2997,Dunn,WI,35909,6.0,1.6708903060514078
2998,Eau claire,WI,85183,0.0,0.0
2999,Florence,WI,4590,4.0,8.71459694989107
3000,Fond du lac,WI,90083,0.0,0.0
3001,Forest,WI,8776,2.0,2.27894257064722
3002,Grant,WI,49264,16.0,3.2478077297823966
3003,Green,WI,30339,11.0,3.625696298493688
3004,Green lake,WI,18651,0.0,0.0
3005,Iowa,WI,20150,5.0,2.4813895781637716
3006,Iron,WI,6153,1.0,1.6252234682268814
3007,Jackson,WI,16588,7.0,4.219918013021461
3008,Jefferson,WI,67783,11.0,1.6228257822757919
3009,Juneau,WI,21650,6.0,2.771362586605081
3010,Kenosha,WI,128181,32.0,2.4964698356230643
3011,Kewaunee,WI,18878,4.0,2.118868524208073
3012,La crosse,WI,97904,0.0,0.0
3013,Lafayette,WI,16076,8.0,4.976362279173924
3014,Langlade,WI,19505,7.0,3.588823378620866
3015,Lincoln,WI,26993,9.0,3.3341977549735122
3016,Manitowoc,WI,80421,25.0,3.108640777906268
3017,Marathon,WI,115400,25.0,2.166377816291161
3018,Marinette,WI,40548,17.0,4.1925619019433755
3019,Marquette,WI,12321,3.0,2.4348672997321645
3020,Menominee,WI,3890,0.0,0.0
3021,Milwaukee,WI,959275,226.0,2.355945896640692
3022,Monroe,WI,36633,16.0,4.367646657385418
3023,Oconto,WI,30226,10.0,3.308409978164494
3024,Oneida,WI,31679,8.0,2.5253322390226964
3025,Outagamie,WI,140510,42.0,2.9891110952957085
3026,Ozaukee,WI,72831,20.0,2.746083398552814
3027,Pepin,WI,7107,2.0,2.8141269171239625
3028,Pierce,WI,32765,7.0,2.1364260643979858
3029,Polk,WI,34773,9.0,2.588214994392201
3030,Portage,WI,61405,7.0,1.1399723149580652
3031,Price,WI,15600,3.0,1.9230769230769231
3032,Racine,WI,175034,43.0,2.4566655621193596
3033,Richland,WI,17521,6.0,3.4244620740825296
3034,Rock,WI,139510,29.0,2.078704035553007
3035,Rusk,WI,15079,1.0,0.6631739505272233
3036,Sauk,WI,46975,15.0,3.1931878658861095
3037,Sawyer,WI,14181,4.0,2.820675551794655
3038,Shawano,WI,37157,8.0,2.1530263476599294
3039,Sheboygan,WI,103877,38.0,3.658172646495374
3040,St. croix,WI,50251,0.0,0.0
3041,Taylor,WI,18901,2.0,1.0581450716893288
3042,Trempealeau,WI,25263,5.0,1.979179036535645
3043,Vernon,WI,25617,13.0,5.0747550454776125
3044,Vilas,WI,17707,5.0,2.8237420229287853
3045,Walworth,WI,75000,21.0,2.8
3046,Washburn,WI,13772,8.0,5.808887598024978
3047,Washington,WI,95328,19.0,1.9931184961396442
3048,Waukesha,WI,304715,68.0,2.231593456180365
3049,Waupaca,WI,46104,18.0,3.9042165538781886
3050,Waushara,WI,19385,13.0,6.706216146505031
3051,Winnebago,WI,140320,43.0,3.0644241733181294
3052,Wood,WI,73605,18.0,2.4454860403505196
3053,Albany,WY,30797,4.0,1.2988278079033673
3054,Big horn,WY,10525,0.0,0.0
3055,Campbell,WY,29370,2.0,0.6809669731018045
3056,Carbon,WY,16659,1.0,0.6002761270184286
3057,Converse,WY,11128,1.0,0.8986340762041697
3058,Crook,WY,5294,1.0,1.8889308651303363
3059,Fremont,WY,33662,6.0,1.7824252866734003
3060,Goshen,WY,12373,7.0,5.657479996767154
3061,Hot springs,WY,4809,0.0,0.0
3062,Johnson,WY,6145,3.0,4.882017900732302
3063,Laramie,WY,73142,17.0,2.324245987257663
3064,Lincoln,WY,12625,2.0,1.5841584158415842
3065,Natrona,WY,61226,18.0,2.9399274817887826
3066,Niobrara,WY,2499,1.0,4.001600640256103
3067,Park,WY,23178,3.0,1.2943308309603934
3068,Platte,WY,8145,2.0,2.455494168201351
3069,Sheridan,WY,23562,11.0,4.6685340802987865
3070,Sublette,WY,4843,1.0,2.0648358455502787
3071,Sweetwater,WY,38823,3.0,0.7727378100610464
3072,Teton,WY,11172,0.0,0.0
3073,Uinta,WY,18705,2.0,1.0692328254477412
3074,Washakie,WY,8388,2.0,2.3843586075345735
3075,Weston,WY,6518,1.0,1.5342129487572875
